areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
|||9.32000|137|IRIS||2016_06_14 215453|137||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_14 215358|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
202400.00000||54400.00000||155|IRIS, NCEDC||2007_08_06 084957|155||||||||||39.46750|0.27000|-111.22480|1||||||500.00000|False|||500.00000|False||||Crandall Canyon Mine|5|||||||2007_08_06 084844|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||mine collapse|mine collapse|||
||||123|IRIS||1989_08_16 171621|123|2300.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||135.00000|False|||0.00000|||||Russell Cliff 3, Mount Rainier|3|||||||1989_08_16 171523|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||175|IRIS||2019_09_27 012922|175||||||||||46.81910|3.00000|-121.81000|0||||8.00000|1|8.00000|True|||0.00000||0.00000||False|Mount Rainier|1|||||||2019_09_27 004320|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||debris flow|Lahar/debris flow/outburst flood|||
||||226|ORFEUS, LMU, INGV||2019_10_24 181458|226||||||||||47.16708|0.05000|13.27217|0||||||74.00000|False|||0.00000|||||Karteis 1, Austria|4|||||||2019_10_24 181404|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||99|IRIS, NCEDC||2008_10_08 135737|99||||||||||37.73190||-119.57360|0||||||115.00000|True|||0.00000|||||Glacier Point|5|||||||2008_10_08 135534|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|4530.00000||
||||235|INGV, RESIF, BGR, ETH||2007_04_21 072739|235|1900.00000||||||2900.00000|||45.93284|0.50000|7.87915|1||||||269.00000|False|||200.00000|True||||Monte Rosa, Italy|3|||||||2007_04_21 072409|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock avalanche|Rock/ice/debris avalanches and slides|300000.00000|360000.00000|240000.00000
18000.00000|26000.00000|9000.00000|340000.00000|145|IRIS, NCEDC||2016_12_30 182813|145|460.00000|500.00000|400.00000||||1700.00000|1800.00000|1500.00000|58.66110|0.00000|-134.76770|1||||||500.00000|False|||470.00000|True|0.00000||False|Cowee Creek|4|||||||2016_12_30 182712|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|58.64830|-134.78490|58.66110|-134.76770||rock fall|Rock/debris falls|542000.00000||
59000.00000|87000.00000|44000.00000|870000.00000|65|IRIS||2016_05_25 210309|65|1480.00000|1500.00000|1450.00000||||3700.00000|||48.76880|0.00000|-121.81419|0||||||14.00000|True|||0.00000|||||Mount Baker|4|||||||2016_05_25 210013|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|48.76340|-121.76615|48.76880|-121.81419||ice and debris avalanche|Rock/ice/debris avalanches and slides|810000.00000|1600000.00000|410000.00000
220000.00000|310000.00000|120000.00000|3000000.00000|47|IRIS||2013_02_02 140206|47|1400.00000|1600.00000|1300.00000||||4900.00000|5500.00000|4500.00000|60.02328|0.20000|-153.03100|1||||||234.00000|True|||599.00000|True||||Iliamna|2|||||||2013_02_02 135550|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.01537|-152.99270|60.02748|-153.07371||ice avalanche|Rock/ice/debris avalanches and slides|5600000.00000|12000000.00000|2700000.00000
||||28|IRIS||2011_06_27 190309|28|1650.00000||||||3000.00000|||46.84300|0.20000|-121.75000|0||||||220.00000|True|||0.00000|||||Nisqually 5|4|||||||2011_06_27 185646|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|160000.00000|230000.00000|120000.00000
49000.00000|61000.00000|49000.00000|230000.00000|34|IRIS||2009_10_11 165952|34|200.00000|220.00000|180.00000||||680.00000|700.00000|660.00000|46.81666|0.00000|-120.91528|2||||||30.00000|True|||92.00000|True||||Nile Valley eastern failure|4|||||||2009_10_11 164427|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.81249|-120.92047|46.81666|-120.91528||rock slide|Rock/ice/debris avalanches and slides|960000.00000|1300000.00000|740000.00000
||||215|NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2016_08_19 220021|215||||||||||46.64250|0.00000|12.13880|1||||||382.00000|False|||132.00000|True||||Kleine Gaisl, Italy|3|||||||2016_08_19 215655|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|650000.00000|700000.00000|600000.00000
||||97|IRIS, NCEDC||2009_01_17 215449|97||||||||||37.74430||-119.61450|0||||||2.00000|True|||0.00000|||||Eagle Canyon|5|||||||2009_01_17 215415|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|200.00000||
130000.00000|190000.00000|80000.00000||151|IRIS||2020_11_28 145720|151|1000.00000|||||||||50.97820|0.00000|-124.61170|1||||||403.00000|True|||403.00000|True||||Elliot Creek 1|5|||||||2020_11_28 145256|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|50.96530|-124.60570|50.97820|-124.61170||rock avalanche|Rock/ice/debris avalanches and slides|18600000.00000|18940000.00000|18260000.00000
12000.00000|20000.00000|12000.00000|82000.00000|33|IRIS||2009_10_11 143944|33|120.00000|140.00000|100.00000||||400.00000|420.00000|380.00000|46.81677|0.00000|-120.92045|0||||||47.00000|True|||0.00000|||||Nile Valley western failure|4|||||||2009_10_11 143642|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.81448|-120.92409|46.81677|-120.92045||rock slide|Rock/ice/debris avalanches and slides|130000.00000|180000.00000|99000.00000
|||650000.00000|169|Attachments below||2000_01_30 145030|169||||||||||41.48720|1.10000|-109.75430|1||||||500.00000|False|||272.00000|False||||Solvay Mine|3|||||||2000_01_30 144716|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||mine collapse|mine collapse|||
||||198|RESIF, INGV||2018_03_13 054953|198||||||||||44.65000|3.00000|6.46000|0||||||44.00000|False|||0.00000|||||Maitz, France|1|||||||2018_03_13 054938|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||122|IRIS||1989_08_16 171509|122|2300.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||181.00000|False|||0.00000|||||Russell Cliff 2, Mount Rainier|3|||||||1989_08_16 171409|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||229|ORFEUS, LMU, INGV||2020_08_08 004036|229||||||||||47.21220|0.00000|11.78860|0||||||65.00000|False|||0.00000|||||Dorn, Austria|4|||||||2020_08_08 003946|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|47.21250|11.79210|47.21220|11.78860||rock fall|Rock/debris falls|||
||||121|IRIS||1989_08_16 170708|121|2300.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||91.00000|False|||0.00000|||||Russell Cliff 1, Mount Rainier|3|||||||1989_08_16 170619|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|||
|||9.54000|141|IRIS||2016_06_22 191124|141||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_22 191054|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|10.00000|10.00000|10.00000
||||43|IRIS||2015_10_12 020533|43|1020.00000|1120.00000|800.00000||||2500.00000|3700.00000|2000.00000|61.08380|0.20000|-140.22570|1|47500000000.00000|50000000000.00000|45000000000.00000|||561.00000|True|||1000.00000|False||||Mount Steele|3|||||||2015_10_12 020141|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|61.10240|-140.21700|61.08380|-140.22570||rock avalanche|Rock/ice/debris avalanches and slides|20000000.00000||
||||79|IRIS||2014_05_15 015607|79||||||||||46.19340|0.15000|-122.17590|0||||||18.00000|True|||0.00000|||||Mount St Helens|3|||||||2014_05_15 014741|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||snow avalanche|Snow avalanches|||
||||240|INGV, ETH||2006_07_26 190602|240|200.00000||||||260.00000|||46.59721|0.20000|8.05380|0||||||170.00000|False|||0.00000|||||Eiger 3, Switzerland|3|||||||2006_07_26 190422|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|1000.00000|1200.00000|800.00000
||||256|RESIF, ETH, BGR, IRIS, INGV||2005_06_30 012736|256|1280.00000||||||1150.00000|||45.93265|0.00000|6.95238|1||||||367.00000|False|||367.00000|True||||Aiguille Dru 1, France|3|||||||2005_06_30 012305|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|265000.00000|318000.00000|212000.00000
||||10|IRIS||2006_05_29 161121|10|380.00000|400.00000|330.00000||||1300.00000|||46.19570|0.20000|-122.18800|0||||||365.00000|True|||0.00000|||||Mount St Helens|5|||||||2006_05_29 160808|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.20690|-122.18710|46.19570|-122.18800||rock fall|Rock/debris falls|75000.00000|100000.00000|50000.00000
|||9.32000|138|IRIS||2016_06_15 214820|138||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand and gravel|5|||||||2016_06_15 214729|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
||||115|IRIS||2016_08_10 193044|115||||||||||61.64019|1.00000|-141.56030|1||||||512.00000|True|||500.00000|False||||Mount Sulzer 5|4|||||||2016_08_10 192740|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||193|RESIF||2018_08_07 041023|193||||||||||45.00412|0.20000|6.30448|0||||||52.00000|False|||0.00000|||||Glacier Carre, France|3|||||||2018_08_07 040848|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||93|IRIS, NCEDC||2008_02_28 235557|93||||||||||37.73890||-119.61430|0||||||1.00000|True|||0.00000|||||Middle Brother|5|||||||2008_02_28 235531|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|15.00000||
||||32|IRIS||2015_08_13 200000|32||||||||||46.81934|13.00000|-121.81323|0||||||25.00000|True|||0.00000||0.00000||False|Mount Rainier|3|||||||2015_08_13 164948|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood, debris flow|Lahar/debris flow/outburst flood|||
||||37|IRIS||2015_08_20 023640|37|1100.00000|1200.00000|800.00000||||18000.00000|19000.00000|7000.00000|45.34630|0.50000|-121.69990|0||||||13.00000|True|||0.00000|||||White River, Mount Hood|2|||||||2015_08_19 210440|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|45.20550|-121.60470|45.34630|-121.69990||debris flow|Lahar/debris flow/outburst flood|||
||||16|IRIS, Attachments below||2009_04_04 154958|16|2400.00000|2600.00000|2200.00000||||44000.00000|45000.00000|42000.00000|60.49044|1.00000|-152.76269|1||||||281.00000|True|||265.00000|True||||Redoubt 20|5|||||||2009_04_04 143122|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.57392|-152.16445|60.49044|-152.76269||lahar, explosions|Lahar/debris flow/outburst flood|155000000.00000|250000000.00000|60000000.00000
||||250|ETH||2008_08_16 121212|250|130.00000||||||180.00000|||46.91636|0.30000|9.08807|0||||||10.00000|False|||0.00000|||||Kärpf 3, Switzerland|3|||||||2008_08_16 121132|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|3000.00000|3600.00000|2400.00000
||||71|IRIS, Attachments below||2005_05_15 171707|71|1400.00000|1460.00000|1300.00000||||3800.00000|4400.00000|3000.00000|59.98100|0.10000|-153.06354|0||||||66.00000|True|||0.00000|||||South Twin 7|3|||||||2005_05_15 171141|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.95950|-153.01577|59.98100|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|160000.00000|250000.00000|110000.00000
||||253|RASPISHAKE, ETH, ORFEUS, LMU, IRIS, INGV||2021_05_17 193931|253||||||||||47.06011|0.05000|9.74402|0||||||161.00000|False|||0.00000||0.00000||False|Lunersee, Austria|4|||||||2021_05_17 193813|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|30000.00000||
||||263|IRIS||2020_11_28 162141|263|||||||10000.00000|||50.96530|0.00000|-124.60570|0||||||364.00000|True|||0.00000|||||Elliot Creek 2|5|||||||2020_11_28 145844|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|50.86610|-124.67640|50.96530|-124.60570||outburst flood|Lahar/debris flow/outburst flood|13500000.00000||
||||83|IRIS||2011_06_24 164459|83||||||||||46.84462|0.00000|-121.75226|0||||||99.00000|True|||0.00000|||||Nisqually 1|4|||||||2011_06_24 164054|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82047|-121.73794|46.84462|-121.75226||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|68000.00000|96000.00000|49000.00000
||||244|INGV, ETH||2007_09_29 131713|244|210.00000||||||300.00000|||46.91701|0.15000|9.09050|0||||||159.00000|False|||0.00000|||||Kärpf 2, Switzerland|3|||||||2007_09_29 131555|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|16000.00000|19200.00000|12800.00000
||||200|RESIF, INGV||2017_12_02 120535|200||||||||||44.75000|3.00000|6.72000|0||||||42.00000|False|||0.00000|||||Dent du Ratier, France|1|||||||2017_12_02 120507|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||35|IRIS||2015_08_14 221156|35|820.00000|600.00000|1000.00000||||3420.00000|4000.00000|3000.00000|46.20508|1.00000|-122.21442|0||||||19.00000|True|||0.00000||0.00000||False|Mount St Helens|2|||||||2015_08_14 213527|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.21042|-122.25349|46.20508|-122.21442||debris flow|Lahar/debris flow/outburst flood|13000.00000|28000.00000|4400.00000
