areaSource|areaSourceHigh|areaSourceLow|areaTotal|associationId|datlocation|depth|endtime|eventid|h|hHigh|hLow|hfall|hfall_high|hfall_low|l|lHigh|lLow|latitude|locuncertKm|longitude|lppotential|mass|massHigh|massLow|maxdistvhfKm|maxdistvhfReached|maxdisthfKm|maxdisthfReached|maxdistipKm|maxdistipReached|maxdistlpKm|maxdistlpReached|maxdistinfraKm|maxdistinfraReached|infraDetected|name|otherdataquality1to5|peakDischarge|peakDischargeLow|peakDischargeHigh|peakFlowheight|peakFlowheightLow|peakFlowheightHigh|starttime|sources|toeLat|toeLon|topLat|topLon|upstreamDrainarea|type|subtype|volume|volumeHigh|volumeLow
||||31|IRIS||2014_05_25 131948|31||||||||||39.16805|0.50000|-107.84830|1||||||135.00000|True|||490.00000|True||||West Salt Creek precursor|5|||||||2014_05_25 131852|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||landslide, debris flow|Rock/ice/debris avalanches and slides|586000.00000|1000000.00000|100000.00000
||||118|IRIS||2011_06_29 034304|118||||||||||46.84300|0.20000|-121.75000|0||||||13.00000|True|||0.00000|||||Nisqually 6|4|||||||2011_06_29 034204|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|12000.00000|17000.00000|8600.00000
6500.00000|8000.00000|5000.00000|37000.00000|60|IRIS, NCEDC||2015_03_31 012110|60|200.00000|210.00000|190.00000||||230.00000|270.00000|210.00000|41.37499|0.00000|-122.15457|0||||||65.00000|True|||0.00000|||||Mount Shasta|4|||||||2015_03_31 012014|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|41.37705|-122.15268|41.37499|-122.15457||landslide|Rock/ice/debris avalanches and slides|27000.00000||
11000.00000|23000.00000|5000.00000|240000.00000|133|IRIS||2016_05_30 101935|133|374.00000||||||1073.00000|||58.63130|0.00000|-137.02510|0||||||358.00000|True|||0.00000||0.00000||False|East Crillon|4|||||||2016_05_30 101628|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|58.63816|-137.01247|58.63130|-137.02510||rock avalanche|Rock/ice/debris avalanches and slides|120000.00000|210000.00000|65000.00000
||||222|NIEP, ETH, ORFEUS, LMU, IRIS, INGV||2017_12_24 171355|222||||||||||47.04884|0.00000|11.53554|1||||||238.00000|False|||90.00000|True||||Vals, Austria|4|||||||2017_12_24 171207|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|47.04423|11.53593|47.04884|11.53554||rock slide|Rock/ice/debris avalanches and slides|||
||||29|IRIS||2011_07_01 233627|29||||||||||46.84300|0.20000|-121.75000|0||||||216.00000|True|||0.00000|||||Nisqually 7|4|||||||2011_07_01 233005|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|160000.00000|230000.00000|120000.00000
||||5|IRIS||2014_10_22 212800|5||||||||||46.21300|0.50000|-122.19100|0||||||2.00000|True|||0.00000|||||Mount St Helens|3|||||||2014_10_22 130700|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||debris flow|Lahar/debris flow/outburst flood|||
||||165|IRIS||2021_06_14 141817|165||||||||||61.29920|3.00000|-152.25420|1||||||455.00000|True|||500.00000|False|98.00000|True|True|Mount Spurr|1|||||||2021_06_14 141243|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||66|IRIS, Attachments below||2005_05_15 142615|66|1400.00000|1460.00000|1300.00000||||3800.00000|4400.00000|3000.00000|59.98100|0.10000|-153.06354|0||||||57.00000|True|||0.00000|||||South Twin 2|3|||||||2005_05_15 141933|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.95950|-153.01577|59.98100|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|130000.00000|190000.00000|86000.00000
||||248|RESIF, ETH, BGR, IRIS, INGV||2011_09_11 081725|248||||||||||45.93244|0.08000|6.95573|0||||||287.00000|False|||0.00000|||||Pilier Bonatti 1, France|3|||||||2011_09_11 081501|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|||
||||224|RASPISHAKE, NIEP, ETH, GFZ, ORFEUS, LMU, BGR, IRIS, INGV||2018_05_07 042038|224||||||||||47.58310||13.08470|1||||||260.00000|False|||193.00000|True|0.00000||False|Eck, Austria|1|||||||2018_05_07 041844|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||234|ETH||2002_11_21 142306|234|480.00000||||||800.00000|||46.16740|0.30000|7.78710|0||||||121.00000|False|||0.00000|||||Medji, Switzerland|3|||||||2002_11_21 142049|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|70000.00000|84000.00000|56000.00000
13000.00000|17000.00000|6200.00000|330000.00000|50|IRIS||2014_07_20 160506|50|1400.00000|1500.00000|1300.00000||||2400.00000|2410.00000|2300.00000|60.02682|0.00000|-153.06288|0||||||9.00000|True|||0.00000||0.00000||False|Iliamna|4|||||||2014_07_20 155816|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.02386|-153.04230|60.02682|-153.06288||ice and rock avalanche|Rock/ice/debris avalanches and slides|150000.00000|230000.00000|97000.00000
||||221|INGV, ORFEUS, LMU, IRIS||2017_10_20 022623|221||||||||||47.16730||12.76400|0||||||83.00000|False|||0.00000|||||Großes Wiesbachhorn 2, Austria|1|||||||2017_10_20 022513|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||232|LMU, BGR, INGV||2014_11_25 024955|232||||||||||47.08090|1.20000|11.33590|0||||||114.00000|False|||0.00000|||||Stubaital, Austria|3|||||||2014_11_25 024839|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock slide|Rock/ice/debris avalanches and slides|||
||||7|IRIS, Attachments below||1997_10_20 073656|7|1700.00000|1600.00000|1800.00000||||5000.00000|5100.00000|4700.00000|46.20171|0.00000|-121.48164|1||||||230.00000|True|||230.00000|False||||Mount Adams|3|||||||1997_10_20 073122|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.18640|-121.42719|46.20171|-121.48164||rock and ice avalanche|Rock/ice/debris avalanches and slides|3600000.00000|4600000.00000|2700000.00000
||||1|IRIS||2014_09_10 200505|1||||||||||61.22594|1.00000|-152.16868|0||||||13.00000|True|||0.00000|||||Mount Spurr|1|||||||2014_09_10 192115|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||outburst flood|Lahar/debris flow/outburst flood|||
|||15000.00000|106|IRIS||1989_08_16 173012|106|2500.00000||||||7800.00000|||46.87460|0.50000|-121.75370|0||||||193.00000|False|||0.00000|||||Russell Cliff main, Mount Rainier|3|||||||1989_08_16 172112|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall, debris avalanche|Rock/ice/debris avalanches and slides|300000.00000|500000.00000|100000.00000
||||149|IRIS||2019_06_21 000612|149|1830.00000||||||7800.00000|||60.02870|2.00000|-153.07380|1||||||539.00000|False|||602.00000|False|90.00000|True|True|Red Glacier, Iliamna|4|||||||2019_06_21 000312|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|60.01730|-152.93570|60.02870|-153.07380||rock and ice avalanche|Rock/ice/debris avalanches and slides|11000000.00000|18000000.00000|4000000.00000
||||30|IRIS||2011_07_03 000858|30||||||||||46.84300|0.20000|-121.75000|0||||||115.00000|True|||0.00000|||||Nisqually 9|4|||||||2011_07_03 000731|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|15000.00000|21000.00000|11000.00000
73000.00000|110000.00000|50000.00000|880000.00000|8|IRIS||2008_08_01 144613|8|1300.00000|1400.00000|1000.00000||||3500.00000|3500.00000|2600.00000|46.20042|0.00000|-121.49931|1||||||180.00000|True|||149.00000|True||||Mount Adams|3|||||||2008_08_01 144238|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.18086|-121.52994|46.20042|-121.49931||rock and ice avalanche|Rock/ice/debris avalanches and slides|1700000.00000|2500000.00000|1200000.00000
|||9.32000|139|IRIS||2016_06_16 222719|139||||||||||44.21502|0.00000|-122.25469|0||||0.05928||||||0.00000||0.00000||False|USGS Debris-flow flume sand gravel and cobbles|5|||||||2016_06_16 222626|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||44.21502|-122.25469||debris flow flume experiment|Lahar/debris flow/outburst flood|8.00000|8.00000|8.00000
480000.00000|680000.00000|440000.00000|1700000.00000|59|IRIS||2015_10_18 052243|59|||720.00000||||||1600.00000|60.17374|0.00000|-141.18218|1|180000000000.00000|||||465.00000|True|||600.00000|False||||Icy Bay|4|||||||2015_10_18 051836|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.16525|-141.17054|60.17925|-141.20138||rock avalanche|Rock/ice/debris avalanches and slides|72000000.00000||
||||260|RESIF, ETH, INGV||2016_05_07 063357|260||||||||||45.46801|0.35000|5.93135|0||||||266.00000|True|||0.00000|||||Mont Granier 4, France|4|||||||2016_05_07 063226|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|50000.00000||
||||52|IRIS||2015_09_18 004144|52||||||||||46.20508|2.00000|-122.21442|0||||||7.00000|True|||0.00000|||||Mount St Helens|1|||||||2015_09_17 232700|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||46.20508|-122.21442||debris flow|Lahar/debris flow/outburst flood|||
|||980000.00000|12|IRIS, CNSN||2014_03_22 174039|12|180.00000||||||1700.00000|||48.28631|0.00000|-121.85259|1|16600000000.00000|18400000000.00000|14600000000.00000|||274.00000|True|||351.00000|True||||Oso main|5|||||||2014_03_22 173725|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|48.27414|-121.84141|48.28631|-121.85259||debris avalanche-flow|Rock/ice/debris avalanches and slides|8300000.00000|9200000.00000|7300000.00000
||||68|IRIS, Attachments below||2005_05_15 155301|68|1400.00000|1460.00000|1300.00000||||3800.00000|4400.00000|3000.00000|59.98100|0.10000|-153.06354|0||||||73.00000|True|||0.00000|||||South Twin 4|3|||||||2005_05_15 155148|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|59.95950|-153.01577|59.98100|-153.06354||rock avalanche|Rock/ice/debris avalanches and slides|37000.00000|56000.00000|25000.00000
||||91|IRIS, NCEDC||2008_01_05 023418|91||||||||||37.73890||-119.61430|0||||||49.00000|True|||0.00000|||||Middle Brother|5|||||||2008_01_05 023310|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||rock fall|Rock/debris falls|20.00000||
||||217|INGV, ORFEUS, ETH||2017_08_23 090544|217||||||||||46.29552||9.60190|0||||||122.00000|False|||0.00000|||||Piz Cengalo 3, Switzerland|1|||||||2017_08_23 090354|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||120|IRIS||2011_07_06 222535|120||||||||||46.84300|0.20000|-121.75000|0||||||100.00000|True|||0.00000|||||Nisqually 10|4|||||||2011_07_06 222327|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.82050|-121.73790|46.84300|-121.75000||rock fall, rock and ice avalanche|Rock/ice/debris avalanches and slides|71000.00000|100000.00000|52000.00000
|||600000.00000|158|SCEDC, IRIS, NCEDC||2018_01_09 121028|158|220.00000|230.00000|210.00000||||3000.00000|||34.42540|0.10000|-119.61000|0||||0.20361|1|0.20361|True|||0.00000|||||Montecito subevent|5||||4.20000|3.50000|4.90000|2018_01_09 120509|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|||||4.80000|debris flow|Lahar/debris flow/outburst flood|140000.00000||
|||2600000.00000|157|SCEDC||2018_01_09 130835|157|200.00000|250.00000|190.00000||||3000.00000|||34.45050|3.00000|-119.62590|0||||||14.00000|True|||0.00000|||||Montecito|5||||4.00000|3.00000|5.00000|2018_01_09 114001|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|34.41910|-119.62510|34.45050|-119.62590|20.00000|debris flow|Lahar/debris flow/outburst flood|680000.00000||
||||163|IRIS||2020_12_10 205357|163||||||||||61.29920|3.00000|-152.25420|0||||||85.00000|True|||0.00000||125.00000|True|True|Mount Spurr|1|||||||2020_12_10 205226|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
||||199|RESIF, INGV||2018_02_17 210747|199||||||||||44.54000|3.00000|6.51000|0||||||111.00000|False|||0.00000|||||Saint Sauveur, France|1|||||||2018_02_17 210634|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||landslide|Rock/ice/debris avalanches and slides|||
33000.00000|45000.00000|12000.00000|1700000.00000|150|IRIS||2020_12_24 195242|150|1380.00000|1400.00000|1200.00000||||2700.00000|||58.69480|0.00000|-133.39190|1|20000000000.00000|||||500.00000|False|||500.00000|False|102.00000|True|True|Taku River|4|||||||2020_12_24 195018|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|58.71480|-133.41490|58.69480|-133.39190||rock avalanche|Rock/ice/debris avalanches and slides|600000.00000|6600000.00000|240000.00000
||||48|IRIS||2012_10_13 041805|48||||||||||60.03114|0.20000|-153.07990|0||||||195.00000|True|||0.00000|||||Iliamna|2|||||||2012_10_13 041616|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|||60.03114|-153.07990||rock and ice avalanche|Rock/ice/debris avalanches and slides|||
||||64|IRIS, Attachments below||2009_03_26 183021|64|2400.00000|2600.00000|2200.00000||||44000.00000|45000.00000|42000.00000|60.49044|1.00000|-152.76269|0||||||474.00000|False|||0.00000|False||||Redoubt 6|5|||||||2009_03_26 173418|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|60.57392|-152.16445|60.49044|-152.76269||lahar, explosions|Lahar/debris flow/outburst flood|26000000.00000|45000000.00000|8000000.00000
||||80|IRIS||2011_03_10 091508|80|1430.00000||||||7200.00000|||46.19932|0.02000|-122.17547|0||||||169.00000|True|||0.00000|||||Mount St Helens|2|||||||2011_03_10 091144|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;|46.17985|-122.11105|46.19932|-122.17547||snow avalanche, wet slide|Snow avalanches|||
||||211|ETH||2012_11_25 112953|211||||||||||47.04050|0.10000|9.50120|0||||||41.00000|False|||0.00000|||||Regitzer Spitz, Switzerland|3|||||||2012_11_25 112900|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;||||||rock fall|Rock/debris falls|180.00000||
||||76|IRIS||2013_10_21 221507|76||||||||||48.76750|0.10000|-121.81300|0||||||14.00000|True|||0.00000||60.00000|True|True|Mount Baker|3|||||||2013_10_21 221150|Allstadt, Kate E., McVey, Brennah G., and Malone, Stephen D., 2017, Seismogenic Landslides, Debris Flows, and Outburst Floods in the Western United States and Canada from 1977 to 2017: U.S. Geological Survey data release, https://doi.org/10.5066/F7251H3W.&lt;a href="https%3A//doi.org/10.5066/F7251H3W"&gt;https://doi.org/10.5066/F7251H3W&lt;/a&gt;||||||ice and snow avalanche|Snow avalanches|||
240000.00000|300000.00000|140000.00000|4600000.00000|187|IRIS, NCEDC||2012_05_21 142840|187|1100.00000|1200.00000|700.00000||||5500.00000|5900.00000|4500.00000|60.08390|0.15000|-139.53470|1|29000000000.00000|||||500.00000|False|||500.00000|False||||Hubbard Glacier|4|||||||2012_05_21 142532|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Bessette-Kirton, E., 2022, Seismogenic Landslides and other Mass Movements: U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.&lt;a href="https%3A//doi.org/10.5066/P90VGCSK"&gt;https://doi.org/10.5066/P90VGCSK&lt;/a&gt;|60.04140|-139.55510|60.08390|-139.53470||rock avalanche|Rock/ice/debris avalanches and slides|9000000.00000|13000000.00000|6100000.00000
