time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-11-10T20:04:48.708Z,43.7163,-105.2555,0,3.2,ml,19,77,0.97,0.43,us,us7000nuhp,2025-01-24T19:51:35.040Z,"19 km ESE of Wright, Wyoming",mining explosion,4.72,1.701,0.128,8,reviewed,us,us
2024-11-09T22:45:40.079Z,43.7816,-105.3856,0,2.7,ml,19,112,1.032,0.64,us,us7000nuay,2025-01-24T19:51:34.040Z,"9 km ENE of Wright, Wyoming",mining explosion,5.02,1.775,0.062,34,reviewed,us,us
2024-11-04T21:10:10.025Z,43.8342,-105.3562,0,3.3,ml,18,84,0.995,0.5,us,us7000npxg,2025-01-24T19:51:13.040Z,"14 km NE of Wright, Wyoming",mining explosion,3.63,1.708,0.045,72,reviewed,us,us
2024-11-02T21:50:30.792Z,43.5665,-105.3487,0,2.7,ml,13,124,1.1,1.32,us,us7000nplf,2025-01-16T18:47:28.040Z,"23 km SSE of Wright, Wyoming",mining explosion,4.24,1.059,0.062,34,reviewed,us,us
2024-10-30T20:53:50.967Z,43.6494,-105.2714,0,3.3,ml,17,75,1.01,0.29,us,us7000nsgn,2025-01-16T18:48:48.040Z,"21 km ESE of Wright, Wyoming",mining explosion,7.58,1.718,0.05,56,reviewed,us,us
2024-10-24T19:17:53.004Z,43.6796,-105.275,0,3,ml,20,75,0.999,0.44,us,us7000nmzk,2025-01-04T23:07:58.040Z,"19 km ESE of Wright, Wyoming",mining explosion,7.51,1.735,0.148,6,reviewed,us,us
2024-10-23T22:11:06.010Z,40.6093,-109.4427,0,3.2,ml,22,53,0.104,0.42,us,us7000nmrc,2025-01-04T23:07:47.040Z,"18 km NNE of Vernal, Utah",mining explosion,2.99,1.639,0.037,94,reviewed,us,us
2024-10-21T20:01:42.871Z,43.8697,-105.2657,0,3.2,ml,20,86,0.923,0.43,us,us7000nqqe,2025-01-04T23:08:40.040Z,"22 km NE of Wright, Wyoming",mining explosion,5.21,1.759,0.148,6,reviewed,us,us
2024-10-21T19:09:58.520Z,43.6335,-105.372,0,2.8,ml,17,73,1.082,0.34,us,us7000nmbh,2025-01-04T23:07:25.040Z,"16 km SE of Wright, Wyoming",mining explosion,7.06,1.415,0.148,6,reviewed,us,us
2024-10-17T19:20:18.880Z,43.6715,-105.3279,0,2.8,ml,19,75,1.037,0.4,us,us6000nzek,2024-12-26T23:04:31.040Z,"15 km SE of Wright, Wyoming",mining explosion,5.49,1.512,0.148,6,reviewed,us,us
2024-10-15T14:26:13.250Z,43.7066,-105.3753,0,2.9,ml,29,64,1.053,0.31,us,us7000npwp,2024-12-26T23:04:31.040Z,"10 km ESE of Wright, Wyoming",mining explosion,5.23,1.393,0.048,58,reviewed,us,us
2024-10-10T19:55:45.711Z,43.6459,-105.3051,0,3.1,ml,21,74,1.033,0.61,us,us6000nxy4,2024-12-23T15:46:37.040Z,"19 km SE of Wright, Wyoming",mining explosion,6.18,1.713,0.115,10,reviewed,us,us
2024-10-09T23:46:08.755Z,43.5754,-105.3301,0,2.6,ml,14,124,1.084,0.63,us,us7000nnv2,2024-12-23T15:47:49.040Z,"23 km SSE of Wright, Wyoming",mining explosion,5.48,1.803,0.071,26,reviewed,us,us
2024-10-09T19:25:01.316Z,41.1422,-112.9008,0,1.6,ml,17,110,0.242,0.52,us,us6000nxmd,2024-12-23T15:46:21.040Z,"65 km W of Hooper, Utah",quarry blast,1.37,1.342,0.057,40,reviewed,us,us
