time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2025-05-28T21:33:45.140Z,48.090666666666664,-121.916,-1.24,1.35,ml,5,249,0.105,0.18,uw,uw62117416,2025-05-29T01:02:38.550Z,"3 km E of Granite Falls, Washington",explosion,1.04,31.61,0.023232436901673537,2,reviewed,uw,uw
2025-05-27T21:53:48.920Z,49.07066666666667,-122.12416666666667,-0.68,1.35,ml,5,302,0.04618,0.2,uw,uw62117141,2025-05-28T05:18:40.300Z,"9 km E of Abbotsford, Canada",explosion,3.24,31.61,0.10812054077635536,3,reviewed,uw,uw
2025-05-27T20:30:11.940Z,47.111,-123.08566666666667,-0.07,1.44,ml,12,148,0.06994,0.17,uw,uw62117096,2025-05-28T05:11:23.590Z,"11 km S of Shelton, Washington",explosion,0.48,31.61,0.24672676647291314,9,reviewed,uw,uw
2025-05-27T19:40:43.820Z,47.1585,-121.835,-0.77,0.58,md,15,122,0.05261,0.09,uw,uw62117081,2025-05-28T05:44:06.490Z,"12 km ESE of Enumclaw, Washington",explosion,0.53,31.61,0.20274708430697874,11,reviewed,uw,uw
2025-05-27T18:47:21.640Z,45.27133333333333,-123.07116666666667,-0.12,1.67,ml,14,88,0.05932,0.2,uw,uw62117041,2025-05-28T00:18:53.700Z,"4 km NE of Lafayette, Oregon",explosion,0.6,31.61,0.21575708594787812,5,reviewed,uw,uw
2025-05-27T18:18:46.760Z,44.14683333333333,-122.73683333333334,-0.58,1.61,ml,15,50,0.08309,0.13,uw,uw62117026,2025-05-27T20:49:07.850Z,"22 km N of Unity, Oregon",explosion,0.32,31.61,0.15031729043134634,13,reviewed,uw,uw
2025-05-25T17:22:54.200Z,49.35366666666667,-120.49166666666666,-0.37,2.31,ml,11,178,0.5675,0.44,uw,uw62115846,2025-05-28T22:06:49.810Z,"11 km S of Princeton, Canada",explosion,1.58,31.61,0.11335131892468464,8,reviewed,uw,uw
2025-05-23T22:14:43.000Z,43.64333333333333,-123.34383333333334,-0.71,1.69,ml,6,133,0.2102,0.08,uw,uw62114921,2025-06-09T20:41:30.850Z,"2 km SW of Drain, Oregon",explosion,0.33,31.61,0.09041167065800826,4,reviewed,uw,uw
2025-05-23T21:19:43.650Z,49.38783333333333,-120.48533333333333,-0.37,2.12,ml,11,185,0.5661,0.41,uw,uw62114881,2025-06-09T20:29:25.900Z,"8 km SSE of Princeton, Canada",explosion,2.78,31.61,0.10778871854649918,7,reviewed,uw,uw
2025-05-23T19:15:36.020Z,45.345333333333336,-122.82033333333334,-0.17,1.07,ml,5,96,0.03367,0.26,uw,uw62114851,2025-05-30T17:35:04.170Z,"1 km SE of Sherwood, Oregon",explosion,1.06,31.61,0.0905012227583179,3,reviewed,uw,uw
